"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2018-05-12,"Brazil-Rondonia","state","zika_reported","BR0011",NA,NA,9,"cases"
"2",2018-05-12,"Brazil-Acre","state","zika_reported","BR0011",NA,NA,21,"cases"
"3",2018-05-12,"Brazil-Amazonas","state","zika_reported","BR0011",NA,NA,170,"cases"
"4",2018-05-12,"Brazil-Roraima","state","zika_reported","BR0011",NA,NA,12,"cases"
"5",2018-05-12,"Brazil-Para","state","zika_reported","BR0011",NA,NA,195,"cases"
"6",2018-05-12,"Brazil-Amapa","state","zika_reported","BR0011",NA,NA,6,"cases"
"7",2018-05-12,"Brazil-Tocantins","state","zika_reported","BR0011",NA,NA,186,"cases"
"8",2018-05-12,"Brazil-Maranhao","state","zika_reported","BR0011",NA,NA,35,"cases"
"9",2018-05-12,"Brazil-Piaui","state","zika_reported","BR0011",NA,NA,8,"cases"
"10",2018-05-12,"Brazil-Ceara","state","zika_reported","BR0011",NA,NA,76,"cases"
"11",2018-05-12,"Brazil-Rio_Grande_do_Norte","state","zika_reported","BR0011",NA,NA,134,"cases"
"12",2018-05-12,"Brazil-Paraiba","state","zika_reported","BR0011",NA,NA,59,"cases"
"13",2018-05-12,"Brazil-Pernambuco","state","zika_reported","BR0011",NA,NA,46,"cases"
"14",2018-05-12,"Brazil-Alagoas","state","zika_reported","BR0011",NA,NA,257,"cases"
"15",2018-05-12,"Brazil-Sergipe","state","zika_reported","BR0011",NA,NA,2,"cases"
"16",2018-05-12,"Brazil-Bahia","state","zika_reported","BR0011",NA,NA,460,"cases"
"17",2018-05-12,"Brazil-Minas_Gerais","state","zika_reported","BR0011",NA,NA,205,"cases"
"18",2018-05-12,"Brazil-Espirito_Santo","state","zika_reported","BR0011",NA,NA,91,"cases"
"19",2018-05-12,"Brazil-Rio_de_Janeiro","state","zika_reported","BR0011",NA,NA,390,"cases"
"20",2018-05-12,"Brazil-Sao_Paulo","state","zika_reported","BR0011",NA,NA,232,"cases"
"21",2018-05-12,"Brazil-Parana","state","zika_reported","BR0011",NA,NA,23,"cases"
"22",2018-05-12,"Brazil-Santa_Catarina","state","zika_reported","BR0011",NA,NA,8,"cases"
"23",2018-05-12,"Brazil-Rio_Grande_do_Sul","state","zika_reported","BR0011",NA,NA,5,"cases"
"24",2018-05-12,"Brazil-Mato_Grosso_do_Sul","state","zika_reported","BR0011",NA,NA,30,"cases"
"25",2018-05-12,"Brazil-Mato_Grosso","state","zika_reported","BR0011",NA,NA,475,"cases"
"26",2018-05-12,"Brazil-Goias","state","zika_reported","BR0011",NA,NA,507,"cases"
"27",2018-05-12,"Brazil-Distrito_Federal","state","zika_reported","BR0011",NA,NA,14,"cases"
