"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2016-12-24,"Brazil-Rondonia","state","zika_reported","BR0011",NA,NA,982,"cases"
"2",2016-12-24,"Brazil-Acre","state","zika_reported","BR0011",NA,NA,79,"cases"
"3",2016-12-24,"Brazil-Amazonas","state","zika_reported","BR0011",NA,NA,4561,"cases"
"4",2016-12-24,"Brazil-Roraima","state","zika_reported","BR0011",NA,NA,158,"cases"
"5",2016-12-24,"Brazil-Para","state","zika_reported","BR0011",NA,NA,4291,"cases"
"6",2016-12-24,"Brazil-Amapa","state","zika_reported","BR0011",NA,NA,410,"cases"
"7",2016-12-24,"Brazil-Tocantins","state","zika_reported","BR0011",NA,NA,2268,"cases"
"8",2016-12-24,"Brazil-Maranhao","state","zika_reported","BR0011",NA,NA,4376,"cases"
"9",2016-12-24,"Brazil-Piaui","state","zika_reported","BR0011",NA,NA,234,"cases"
"10",2016-12-24,"Brazil-Ceara","state","zika_reported","BR0011",NA,NA,4087,"cases"
"11",2016-12-24,"Brazil-Rio_Grande_do_Norte","state","zika_reported","BR0011",NA,NA,3950,"cases"
"12",2016-12-24,"Brazil-Paraiba","state","zika_reported","BR0011",NA,NA,4199,"cases"
"13",2016-12-24,"Brazil-Pernambuco","state","zika_reported","BR0011",NA,NA,381,"cases"
"14",2016-12-24,"Brazil-Alagoas","state","zika_reported","BR0011",NA,NA,6883,"cases"
"15",2016-12-24,"Brazil-Sergipe","state","zika_reported","BR0011",NA,NA,295,"cases"
"16",2016-12-24,"Brazil-Bahia","state","zika_reported","BR0011",NA,NA,51328,"cases"
"17",2016-12-24,"Brazil-Minas_Gerais","state","zika_reported","BR0011",NA,NA,15211,"cases"
"18",2016-12-24,"Brazil-Espirito_Santo","state","zika_reported","BR0011",NA,NA,2321,"cases"
"19",2016-12-24,"Brazil-Rio_de_Janeiro","state","zika_reported","BR0011",NA,NA,67481,"cases"
"20",2016-12-24,"Brazil-Sao_Paulo","state","zika_reported","BR0011",NA,NA,5612,"cases"
"21",2016-12-24,"Brazil-Parana","state","zika_reported","BR0011",NA,NA,685,"cases"
"22",2016-12-24,"Brazil-Santa_Catarina","state","zika_reported","BR0011",NA,NA,90,"cases"
"23",2016-12-24,"Brazil-Rio_Grande_do_Sul","state","zika_reported","BR0011",NA,NA,181,"cases"
"24",2016-12-24,"Brazil-Mato_Grosso_do_Sul","state","zika_reported","BR0011",NA,NA,1640,"cases"
"25",2016-12-24,"Brazil-Mato_Grosso","state","zika_reported","BR0011",NA,NA,21879,"cases"
"26",2016-12-24,"Brazil-Goias","state","zika_reported","BR0011",NA,NA,7837,"cases"
"27",2016-12-24,"Brazil-Distrito_Federal","state","zika_reported","BR0011",NA,NA,351,"cases"
