"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2017-12-09,"Brazil-Rondonia","state","zika_reported","BR0011",NA,NA,163,"cases"
"2",2017-12-09,"Brazil-Acre","state","zika_reported","BR0011",NA,NA,42,"cases"
"3",2017-12-09,"Brazil-Amazonas","state","zika_reported","BR0011",NA,NA,409,"cases"
"4",2017-12-09,"Brazil-Roraima","state","zika_reported","BR0011",NA,NA,229,"cases"
"5",2017-12-09,"Brazil-Para","state","zika_reported","BR0011",NA,NA,695,"cases"
"6",2017-12-09,"Brazil-Amapa","state","zika_reported","BR0011",NA,NA,11,"cases"
"7",2017-12-09,"Brazil-Tocantins","state","zika_reported","BR0011",NA,NA,698,"cases"
"8",2017-12-09,"Brazil-Maranhao","state","zika_reported","BR0011",NA,NA,516,"cases"
"9",2017-12-09,"Brazil-Piaui","state","zika_reported","BR0011",NA,NA,160,"cases"
"10",2017-12-09,"Brazil-Ceara","state","zika_reported","BR0011",NA,NA,1546,"cases"
"11",2017-12-09,"Brazil-Rio_Grande_do_Norte","state","zika_reported","BR0011",NA,NA,439,"cases"
"12",2017-12-09,"Brazil-Paraiba","state","zika_reported","BR0011",NA,NA,119,"cases"
"13",2017-12-09,"Brazil-Pernambuco","state","zika_reported","BR0011",NA,NA,57,"cases"
"14",2017-12-09,"Brazil-Alagoas","state","zika_reported","BR0011",NA,NA,218,"cases"
"15",2017-12-09,"Brazil-Sergipe","state","zika_reported","BR0011",NA,NA,18,"cases"
"16",2017-12-09,"Brazil-Bahia","state","zika_reported","BR0011",NA,NA,2157,"cases"
"17",2017-12-09,"Brazil-Minas_Gerais","state","zika_reported","BR0011",NA,NA,738,"cases"
"18",2017-12-09,"Brazil-Espirito_Santo","state","zika_reported","BR0011",NA,NA,346,"cases"
"19",2017-12-09,"Brazil-Rio_de_Janeiro","state","zika_reported","BR0011",NA,NA,2210,"cases"
"20",2017-12-09,"Brazil-Sao_Paulo","state","zika_reported","BR0011",NA,NA,400,"cases"
"21",2017-12-09,"Brazil-Parana","state","zika_reported","BR0011",NA,NA,70,"cases"
"22",2017-12-09,"Brazil-Santa_Catarina","state","zika_reported","BR0011",NA,NA,18,"cases"
"23",2017-12-09,"Brazil-Rio_Grande_do_Sul","state","zika_reported","BR0011",NA,NA,13,"cases"
"24",2017-12-09,"Brazil-Mato_Grosso_do_Sul","state","zika_reported","BR0011",NA,NA,70,"cases"
"25",2017-12-09,"Brazil-Mato_Grosso","state","zika_reported","BR0011",NA,NA,2129,"cases"
"26",2017-12-09,"Brazil-Goias","state","zika_reported","BR0011",NA,NA,3788,"cases"
"27",2017-12-09,"Brazil-Distrito_Federal","state","zika_reported","BR0011",NA,NA,62,"cases"
