"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2016-05-07,"Brazil-Rondonia","state","zika_reported","BR0011",NA,NA,960,"cases"
"2",2016-05-07,"Brazil-Acre","state","zika_reported","BR0011",NA,NA,823,"cases"
"3",2016-05-07,"Brazil-Amazonas","state","zika_reported","BR0011",NA,NA,2172,"cases"
"4",2016-05-07,"Brazil-Roraima","state","zika_reported","BR0011",NA,NA,79,"cases"
"5",2016-05-07,"Brazil-Para","state","zika_reported","BR0011",NA,NA,1362,"cases"
"6",2016-05-07,"Brazil-Amapa","state","zika_reported","BR0011",NA,NA,122,"cases"
"7",2016-05-07,"Brazil-Tocantins","state","zika_reported","BR0011",NA,NA,2535,"cases"
"8",2016-05-07,"Brazil-Maranhao","state","zika_reported","BR0011",NA,NA,2003,"cases"
"9",2016-05-07,"Brazil-Piaui","state","zika_reported","BR0011",NA,NA,95,"cases"
"10",2016-05-07,"Brazil-Ceara","state","zika_reported","BR0011",NA,NA,887,"cases"
"11",2016-05-07,"Brazil-Rio_Grande_do_Norte","state","zika_reported","BR0011",NA,NA,1757,"cases"
"12",2016-05-07,"Brazil-Paraiba","state","zika_reported","BR0011",NA,NA,2452,"cases"
"13",2016-05-07,"Brazil-Pernambuco","state","zika_reported","BR0011",NA,NA,496,"cases"
"14",2016-05-07,"Brazil-Alagoas","state","zika_reported","BR0011",NA,NA,2458,"cases"
"15",2016-05-07,"Brazil-Sergipe","state","zika_reported","BR0011",NA,NA,497,"cases"
"16",2016-05-07,"Brazil-Bahia","state","zika_reported","BR0011",NA,NA,40420,"cases"
"17",2016-05-07,"Brazil-Minas_Gerais","state","zika_reported","BR0011",NA,NA,11237,"cases"
"18",2016-05-07,"Brazil-Espirito_Santo","state","zika_reported","BR0011",NA,NA,1918,"cases"
"19",2016-05-07,"Brazil-Rio_de_Janeiro","state","zika_reported","BR0011",NA,NA,38196,"cases"
"20",2016-05-07,"Brazil-Sao_Paulo","state","zika_reported","BR0011",NA,NA,3452,"cases"
"21",2016-05-07,"Brazil-Parana","state","zika_reported","BR0011",NA,NA,2025,"cases"
"22",2016-05-07,"Brazil-Santa_Catarina","state","zika_reported","BR0011",NA,NA,95,"cases"
"23",2016-05-07,"Brazil-Rio_Grande_do_Sul","state","zika_reported","BR0011",NA,NA,311,"cases"
"24",2016-05-07,"Brazil-Mato_Grosso_do_Sul","state","zika_reported","BR0011",NA,NA,621,"cases"
"25",2016-05-07,"Brazil-Mato_Grosso","state","zika_reported","BR0011",NA,NA,18226,"cases"
"26",2016-05-07,"Brazil-Goias","state","zika_reported","BR0011",NA,NA,2604,"cases"
"27",2016-05-07,"Brazil-Distrito_Federal","state","zika_reported","BR0011",NA,NA,305,"cases"
