"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2017-11-25,"Brazil-Rondonia","state","zika_reported","BR0011",NA,NA,177,"cases"
"2",2017-11-25,"Brazil-Acre","state","zika_reported","BR0011",NA,NA,42,"cases"
"3",2017-11-25,"Brazil-Amazonas","state","zika_reported","BR0011",NA,NA,408,"cases"
"4",2017-11-25,"Brazil-Roraima","state","zika_reported","BR0011",NA,NA,228,"cases"
"5",2017-11-25,"Brazil-Para","state","zika_reported","BR0011",NA,NA,571,"cases"
"6",2017-11-25,"Brazil-Amapa","state","zika_reported","BR0011",NA,NA,11,"cases"
"7",2017-11-25,"Brazil-Tocantins","state","zika_reported","BR0011",NA,NA,666,"cases"
"8",2017-11-25,"Brazil-Maranhao","state","zika_reported","BR0011",NA,NA,516,"cases"
"9",2017-11-25,"Brazil-Piaui","state","zika_reported","BR0011",NA,NA,160,"cases"
"10",2017-11-25,"Brazil-Ceara","state","zika_reported","BR0011",NA,NA,1555,"cases"
"11",2017-11-25,"Brazil-Rio_Grande_do_Norte","state","zika_reported","BR0011",NA,NA,419,"cases"
"12",2017-11-25,"Brazil-Paraiba","state","zika_reported","BR0011",NA,NA,119,"cases"
"13",2017-11-25,"Brazil-Pernambuco","state","zika_reported","BR0011",NA,NA,55,"cases"
"14",2017-11-25,"Brazil-Alagoas","state","zika_reported","BR0011",NA,NA,206,"cases"
"15",2017-11-25,"Brazil-Sergipe","state","zika_reported","BR0011",NA,NA,16,"cases"
"16",2017-11-25,"Brazil-Bahia","state","zika_reported","BR0011",NA,NA,2108,"cases"
"17",2017-11-25,"Brazil-Minas_Gerais","state","zika_reported","BR0011",NA,NA,732,"cases"
"18",2017-11-25,"Brazil-Espirito_Santo","state","zika_reported","BR0011",NA,NA,345,"cases"
"19",2017-11-25,"Brazil-Rio_de_Janeiro","state","zika_reported","BR0011",NA,NA,2210,"cases"
"20",2017-11-25,"Brazil-Sao_Paulo","state","zika_reported","BR0011",NA,NA,387,"cases"
"21",2017-11-25,"Brazil-Parana","state","zika_reported","BR0011",NA,NA,67,"cases"
"22",2017-11-25,"Brazil-Santa_Catarina","state","zika_reported","BR0011",NA,NA,17,"cases"
"23",2017-11-25,"Brazil-Rio_Grande_do_Sul","state","zika_reported","BR0011",NA,NA,16,"cases"
"24",2017-11-25,"Brazil-Mato_Grosso_do_Sul","state","zika_reported","BR0011",NA,NA,69,"cases"
"25",2017-11-25,"Brazil-Mato_Grosso","state","zika_reported","BR0011",NA,NA,2154,"cases"
"26",2017-11-25,"Brazil-Goias","state","zika_reported","BR0011",NA,NA,3728,"cases"
"27",2017-11-25,"Brazil-Distrito_Federal","state","zika_reported","BR0011",NA,NA,65,"cases"
