2017-10-28,Colombia-Santander,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,7,cases
2017-10-28,Colombia-Valle,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,8,cases
2017-10-28,Colombia-Tolima,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Casanare,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,1,cases
2017-10-28,Colombia-Meta,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,1,cases
2017-10-28,Colombia-Antioquia,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Bogota,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,2,cases
2017-10-28,Colombia-Atlantico,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,9,cases
2017-10-28,Colombia-Norte_Santander,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Huila,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,1,cases
2017-10-28,Colombia-Barranquilla,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,4,cases
2017-10-28,Colombia-Cesar,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Cauca,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,1,cases
2017-10-28,Colombia-Sucre,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Narino,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Risaralda,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,1,cases
2017-10-28,Colombia-Cundinamarca,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Santa_Marta,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Caldas,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,1,cases
2017-10-28,Colombia-Putumayo,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Bolivar,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,1,cases
2017-10-28,Colombia-Caqueta,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Guajira,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Guaviare,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Quindio,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Arauca,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Choco,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-10-28,Colombia-Santander,province,zika_confirmed_clinic_pregnant,CO0007,NA,NA,38,cases
2017-10-28,Colombia-Valle,province,zika_confirmed_clinic_pregnant,CO0007,NA,NA,32,cases
2017-10-28,Colombia-Tolima,province,zika_confirmed_clinic_pregnant,CO0007,NA,NA,23,cases
