report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
2017-01-28,Colombia-Santander,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Bogotá,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Valle,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Tolima,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Huila,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Cesar,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Bolívar,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Antioquia,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Cundinamarca,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Caldas,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Nariño,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Casanare,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Sucre,province,zika_confirmed_laboratory_pregnant,CO0005,NA,NA,0,cases
2017-01-28,Colombia-Santander,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,7,cases
2017-01-28,Colombia-Bogotá,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,5,cases
2017-01-28,Colombia-Valle,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,6,cases
2017-01-28,Colombia-Tolima,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,4,cases
2017-01-28,Colombia-Huila,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,1,cases
2017-01-28,Colombia-Cesar,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,2,cases
2017-01-28,Colombia-Bolívar,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,1,cases
2017-01-28,Colombia-Antioquia,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,1,cases
2017-01-28,Colombia-Cundinamarca,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,0,cases
2017-01-28,Colombia-Caldas,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,1,cases
2017-01-28,Colombia-Nariño,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,1,cases
2017-01-28,Colombia-Casanare,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,1,cases
2017-01-28,Colombia-Sucre,province,zika_suspected_clinic_pregnant,CO0008,NA,NA,1,cases
2017-01-28,Colombia-Santander,province,zika_suspected_pregnant,CO0006,NA,NA,0,cases
2017-01-28,Colombia-Bogotá,province,zika_suspected_pregnant,CO0006,NA,NA,1,cases
2017-01-28,Colombia-Valle,province,zika_suspected_pregnant,CO0006,NA,NA,0,cases
2017-01-28,Colombia-Tolima,province,zika_suspected_pregnant,CO0006,NA,NA,0,cases
2017-01-28,Colombia-Huila,province,zika_suspected_pregnant,CO0006,NA,NA,1,cases
2017-01-28,Colombia-Cesar,province,zika_suspected_pregnant,CO0006,NA,NA,0,cases
2017-01-28,Colombia-Bolívar,province,zika_suspected_pregnant,CO0006,NA,NA,0,cases
2017-01-28,Colombia-Antioquia,province,zika_suspected_pregnant,CO0006,NA,NA,0,cases
2017-01-28,Colombia-Cundinamarca,province,zika_suspected_pregnant,CO0006,NA,NA,1,cases
2017-01-28,Colombia-Caldas,province,zika_suspected_pregnant,CO0006,NA,NA,0,cases
2017-01-28,Colombia-Nariño,province,zika_suspected_pregnant,CO0006,NA,NA,0,cases
2017-01-28,Colombia-Casanare,province,zika_suspected_pregnant,CO0006,NA,NA,0,cases
2017-01-28,Colombia-Sucre,province,zika_suspected_pregnant,CO0006,NA,NA,0,cases
2017-01-28,Colombia,country,microcephaly_cumulative_2017,CO0010,NA,NA,10,cases
