"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
2016-06-20,"Nicaragua","country","total_zika_confirmed_pregnant_cumulative","NI0004",NA,NA,58,"cases"
2016-06-20,"Nicaragua","country","total_zika_confirmed","NI0001",NA,NA,29,"cases"
2016-06-20,"Nicaragua","country","normal_birth_confirmed_zika","NI0006",NA,NA,17,"cases"
2016-06-20,"Nicaragua","country","total_zika_confirmed_pregnant","NI0002",NA,NA,8,"cases"
2016-06-21,"Nicaragua","country","normal_birth_confirmed_zika","NI0006",NA,NA,1,"cases"
2016-06-22,"Nicaragua","country","total_zika_confirmed","NI0001",NA,NA,8,"cases"
2016-06-22,"Nicaragua","country","total_zika_confirmed_pregnant","NI0002",NA,NA,2,"cases"
2016-06-23,"Nicaragua","country","total_zika_confirmed","NI0001",NA,NA,1,"cases"
2016-06-23,"Nicaragua","country","total_zika_confirmed_pregnant","NI0002",NA,NA,1,"cases"
2016-06-23,"Nicaragua","country","total_zika_confirmed_cumulative","NI0003",NA,NA,285,"cases"
