report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
2016-03-12,Brazil-Acre,state,microcephaly_confirmed,BR0002,NA,NA,0,cases
2016-03-12,Brazil-Alagoas,state,microcephaly_confirmed,BR0002,NA,NA,35,cases
2016-03-12,Brazil-Amapa,state,microcephaly_confirmed,BR0002,NA,NA,NA,cases
2016-03-12,Brazil-Amazonas,state,microcephaly_confirmed,BR0002,NA,NA,0,cases
2016-03-12,Brazil-Bahia,state,microcephaly_confirmed,BR0002,NA,NA,200,cases
2016-03-12,Brazil-Ceara,state,microcephaly_confirmed,BR0002,NA,NA,49,cases
2016-03-12,Brazil-Distrito_Federal,state,microcephaly_confirmed,BR0002,NA,NA,2,cases
2016-03-12,Brazil-Espirito_Santo,state,microcephaly_confirmed,BR0002,NA,NA,3,cases
2016-03-12,Brazil-Goias,state,microcephaly_confirmed,BR0002,NA,NA,7,cases
2016-03-12,Brazil-Maranhao,state,microcephaly_confirmed,BR0002,NA,NA,43,cases
2016-03-12,Brazil-Mato_Grosso,state,microcephaly_confirmed,BR0002,NA,NA,3,cases
2016-03-12,Brazil-Mato_Grosso_do_Sul,state,microcephaly_confirmed,BR0002,NA,NA,2,cases
2016-03-12,Brazil-Minas_Gerais,state,microcephaly_confirmed,BR0002,NA,NA,1,cases
2016-03-12,Brazil-Para,state,microcephaly_confirmed,BR0002,NA,NA,1,cases
2016-03-12,Brazil-Paraiba,state,microcephaly_confirmed,BR0002,NA,NA,87,cases
2016-03-12,Brazil-Parana,state,microcephaly_confirmed,BR0002,NA,NA,0,cases
2016-03-12,Brazil-Pernambuco,state,microcephaly_confirmed,BR0002,NA,NA,256,cases
2016-03-12,Brazil-Piaui,state,microcephaly_confirmed,BR0002,NA,NA,56,cases
2016-03-12,Brazil-Rio_Grande_do_Norte,state,microcephaly_confirmed,BR0002,NA,NA,81,cases
2016-03-12,Brazil-Rio_Grande_do_Sul,state,microcephaly_confirmed,BR0002,NA,NA,1,cases
2016-03-12,Brazil-Rio_de_Janeiro,state,microcephaly_confirmed,BR0002,NA,NA,7,cases
2016-03-12,Brazil-Rondonia,state,microcephaly_confirmed,BR0002,NA,NA,3,cases
2016-03-12,Brazil-Roraima,state,microcephaly_confirmed,BR0002,NA,NA,0,cases
2016-03-12,Brazil-Santa_Catarina,state,microcephaly_confirmed,BR0002,NA,NA,0,cases
2016-03-12,Brazil-Sergipe,state,microcephaly_confirmed,BR0002,NA,NA,17,cases
2016-03-12,Brazil-Sao_Paulo,state,microcephaly_confirmed,BR0002,NA,NA,0,cases
2016-03-12,Brazil-Tocantins,state,microcephaly_confirmed,BR0002,NA,NA,0,cases
2016-03-12,Brazil-Acre,state,microcephaly_not,BR0003,NA,NA,0,cases
2016-03-12,Brazil-Alagoas,state,microcephaly_not,BR0003,NA,NA,99,cases
2016-03-12,Brazil-Amapa,state,microcephaly_not,BR0003,NA,NA,NA,cases
2016-03-12,Brazil-Amazonas,state,microcephaly_not,BR0003,NA,NA,1,cases
2016-03-12,Brazil-Bahia,state,microcephaly_not,BR0003,NA,NA,120,cases
2016-03-12,Brazil-Ceara,state,microcephaly_not,BR0003,NA,NA,83,cases
2016-03-12,Brazil-Distrito_Federal,state,microcephaly_not,BR0003,NA,NA,25,cases
2016-03-12,Brazil-Espirito_Santo,state,microcephaly_not,BR0003,NA,NA,9,cases
2016-03-12,Brazil-Goias,state,microcephaly_not,BR0003,NA,NA,20,cases
2016-03-12,Brazil-Maranhao,state,microcephaly_not,BR0003,NA,NA,27,cases
2016-03-12,Brazil-Mato_Grosso,state,microcephaly_not,BR0003,NA,NA,68,cases
2016-03-12,Brazil-Mato_Grosso_do_Sul,state,microcephaly_not,BR0003,NA,NA,11,cases
