"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"2016-02-06","Dominican_Republic","country","total_zika_new_suspected","DO0001",NA,NA,87,"cases"
"2016-02-06","Dominican_Republic","country","total_zika_new_confirmed_pcr","DO0002",NA,NA,8,"cases"
"2016-02-06","Dominican_Republic-Santo_Domingo_Este","municipality","total_zika_new_confirmed_pcr","DO0002",NA,NA,4,"cases"
"2016-02-06","Dominican_Republic-Santo_Domingo_Oeste","municipality","total_zika_new_confirmed_pcr","DO0002",NA,NA,1,"cases"
"2016-02-06","Dominican_Republic-Santiago-Caballeros","municipality","total_zika_new_confirmed_pcr","DO0002",NA,NA,1,"cases"
"2016-02-06","Dominican_Republic-Luperon-Puerto_Plata","municipality","total_zika_new_confirmed_pcr","DO0002",NA,NA,1,"cases"
"2016-02-06","Dominican_Republic-Azua-Compostela","municipality","total_zika_new_confirmed_pcr","DO0002",NA,NA,1,"cases"
"2016-02-06","Dominican_Republic","country","zika_new_confirmed_pcr_f","DO0004",NA,NA,6,"cases"
"2016-02-06","Dominican_Republic","country","zika_new_confirmed_pcr_m","DO0003",NA,NA,2,"cases"
"2016-02-06","Dominican_Republic","country","efe_reported","DO0009",NA,NA,32,"cases"
