report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
2017-03-28,United_States_Virgin_Islands,territory,zika_reported,VI0001,NA,NA,2080,cases
2017-03-28,United_States_Virgin_Islands-Saint_Thomas,county,zika_reported,VI0001,NA,NA,1241,cases
2017-03-28,United_States_Virgin_Islands-Saint_Croix,county,zika_reported,VI0001,NA,NA,702,cases
2017-03-28,United_States_Virgin_Islands-Saint_John,county,zika_reported,VI0001,NA,NA,137,cases
2017-03-28,United_States_Virgin_Islands,territory,zika_lab_positive,VI0002,NA,NA,997,cases
2017-03-28,United_States_Virgin_Islands-Saint_Thomas,county,zika_lab_positive,VI0002,NA,NA,672,cases
2017-03-28,United_States_Virgin_Islands-Saint_Croix,county,zika_lab_positive,VI0002,NA,NA,242,cases
2017-03-28,United_States_Virgin_Islands-Saint_John,county,zika_lab_positive,VI0002,NA,NA,83,cases
2017-03-28,United_States_Virgin_Islands,territory,zika_not,VI0003,NA,NA,1047,cases
2017-03-28,United_States_Virgin_Islands,territory,zika_pending,VI0004,NA,NA,34,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_age_under20,VI0005,NA,NA,143,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_age_20to39,VI0006,NA,NA,380,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_age_40to59,VI0007,NA,NA,313,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_age_over59,VI0008,NA,NA,109,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_age_unk,VI0009,NA,NA,52,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_male,VI0010,NA,NA,334,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_female,VI0011,NA,NA,655,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_fever,VI0012,NA,NA,172,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_acute_fever,VI0013,NA,NA,304,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_arthralgia,VI0014,NA,NA,602,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_arthritis,VI0015,NA,NA,187,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_rash,VI0016,NA,NA,723,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_conjunctivitis,VI0017,NA,NA,203,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_eyepain,VI0018,NA,NA,368,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_headache,VI0019,NA,NA,464,cases
2017-03-28,United_States_Virgin_Islands,territory,confirmed_malaise,VI0020,NA,NA,80,cases
2017-03-28,United_States_Virgin_Islands,territory,zika_no_specimen,VI0021,NA,NA,3,cases
2017-03-28,United_States_Virgin_Islands,territory,zika_tested_pregnant,VI0022,NA,NA,1700,cases
2017-03-28,United_States_Virgin_Islands,territory,zika_positive_pregnant,VI0023,NA,NA,204,cases
2017-03-28,United_States_Virgin_Islands,territory,zika_negative_pregnant,VI0024,NA,NA,1494,cases
2017-03-28,United_States_Virgin_Islands,territory,zika_pending_pregnant,VI0025,NA,NA,2,cases
2017-03-28,United_States_Virgin_Islands,territory,zika_no_specimen_pregnant,VI0026,NA,NA,0,cases
