"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2016-04-02,"Colombia-Valle","province","zika_confirmed_laboratory","CO0001",NA,NA,"104","cases"
"2",2016-04-02,"Colombia-Valle","province","zika_confirmed_clinic","CO0002",NA,NA,"8775","cases"
"3",2016-04-02,"Colombia-Valle","province","zika_suspected","CO0003",NA,NA,"682","cases"
"4",2016-04-02,"Colombia-Norte_Santander","province","zika_confirmed_laboratory","CO0001",NA,NA,"794","cases"
"5",2016-04-02,"Colombia-Norte_Santander","province","zika_confirmed_clinic","CO0002",NA,NA,"7836","cases"
"6",2016-04-02,"Colombia-Norte_Santander","province","zika_suspected","CO0003",NA,NA,"412","cases"
"7",2016-04-02,"Colombia-Huila","province","zika_confirmed_laboratory","CO0001",NA,NA,"319","cases"
"8",2016-04-02,"Colombia-Huila","province","zika_confirmed_clinic","CO0002",NA,NA,"5266","cases"
"9",2016-04-02,"Colombia-Huila","province","zika_suspected","CO0003",NA,NA,"449","cases"
"10",2016-04-02,"Colombia-Tolima","province","zika_confirmed_laboratory","CO0001",NA,NA,"214","cases"
"11",2016-04-02,"Colombia-Tolima","province","zika_confirmed_clinic","CO0002",NA,NA,"4778","cases"
"12",2016-04-02,"Colombia-Tolima","province","zika_suspected","CO0003",NA,NA,"408","cases"
"13",2016-04-02,"Colombia-Cundinamarca","province","zika_confirmed_laboratory","CO0001",NA,NA,"150","cases"
"14",2016-04-02,"Colombia-Cundinamarca","province","zika_confirmed_clinic","CO0002",NA,NA,"3827","cases"
"15",2016-04-02,"Colombia-Cundinamarca","province","zika_suspected","CO0003",NA,NA,"389","cases"
"16",2016-04-02,"Colombia-Barranquilla","province","zika_confirmed_laboratory","CO0001",NA,NA," 94","cases"
"17",2016-04-02,"Colombia-Barranquilla","province","zika_confirmed_clinic","CO0002",NA,NA,"4104","cases"
"18",2016-04-02,"Colombia-Barranquilla","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"19",2016-04-02,"Colombia-Santander","province","zika_confirmed_laboratory","CO0001",NA,NA," 48","cases"
"20",2016-04-02,"Colombia-Santander","province","zika_confirmed_clinic","CO0002",NA,NA,"2464","cases"
"21",2016-04-02,"Colombia-Santander","province","zika_suspected","CO0003",NA,NA,"538","cases"
"22",2016-04-02,"Colombia-Cordoba","province","zika_confirmed_laboratory","CO0001",NA,NA,"151","cases"
"23",2016-04-02,"Colombia-Cordoba","province","zika_confirmed_clinic","CO0002",NA,NA,"2363","cases"
"24",2016-04-02,"Colombia-Cordoba","province","zika_suspected","CO0003",NA,NA,"533","cases"
"25",2016-04-02,"Colombia-Atlantico","province","zika_confirmed_laboratory","CO0001",NA,NA," 46","cases"
"26",2016-04-02,"Colombia-Atlantico","province","zika_confirmed_clinic","CO0002",NA,NA,"1606","cases"
"27",2016-04-02,"Colombia-Atlantico","province","zika_suspected","CO0003",NA,NA,"228","cases"
"28",2016-04-02,"Colombia-Santa_Marta","province","zika_confirmed_laboratory","CO0001",NA,NA,"132","cases"
"29",2016-04-02,"Colombia-Santa_Marta","province","zika_confirmed_clinic","CO0002",NA,NA,"1728","cases"
"30",2016-04-02,"Colombia-Santa_Marta","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"31",2016-04-02,"Colombia-Meta","province","zika_confirmed_laboratory","CO0001",NA,NA," 32","cases"
"32",2016-04-02,"Colombia-Meta","province","zika_confirmed_clinic","CO0002",NA,NA,"1527","cases"
"33",2016-04-02,"Colombia-Meta","province","zika_suspected","CO0003",NA,NA,"268","cases"
"34",2016-04-02,"Colombia-Antioquia","province","zika_confirmed_laboratory","CO0001",NA,NA,"118","cases"
"35",2016-04-02,"Colombia-Antioquia","province","zika_confirmed_clinic","CO0002",NA,NA,"1380","cases"
"36",2016-04-02,"Colombia-Antioquia","province","zika_suspected","CO0003",NA,NA,"308","cases"
"37",2016-04-02,"Colombia-Sucre","province","zika_confirmed_laboratory","CO0001",NA,NA," 48","cases"
"38",2016-04-02,"Colombia-Sucre","province","zika_confirmed_clinic","CO0002",NA,NA,"1097","cases"
"39",2016-04-02,"Colombia-Sucre","province","zika_suspected","CO0003",NA,NA,"386","cases"
"40",2016-04-02,"Colombia-Cesar","province","zika_confirmed_laboratory","CO0001",NA,NA," 94","cases"
"41",2016-04-02,"Colombia-Cesar","province","zika_confirmed_clinic","CO0002",NA,NA,"1067","cases"
"42",2016-04-02,"Colombia-Cesar","province","zika_suspected","CO0003",NA,NA,"171","cases"
"43",2016-04-02,"Colombia-Casanare","province","zika_confirmed_laboratory","CO0001",NA,NA," 32","cases"
"44",2016-04-02,"Colombia-Casanare","province","zika_confirmed_clinic","CO0002",NA,NA,"1051","cases"
"45",2016-04-02,"Colombia-Casanare","province","zika_suspected","CO0003",NA,NA,"109","cases"
"46",2016-04-02,"Colombia-Magdalena","province","zika_confirmed_laboratory","CO0001",NA,NA," 83","cases"
"47",2016-04-02,"Colombia-Magdalena","province","zika_confirmed_clinic","CO0002",NA,NA," 732","cases"
"48",2016-04-02,"Colombia-Magdalena","province","zika_suspected","CO0003",NA,NA,"303","cases"
"49",2016-04-02,"Colombia-San_Andres","province","zika_confirmed_laboratory","CO0001",NA,NA," 59","cases"
"50",2016-04-02,"Colombia-San_Andres","province","zika_confirmed_clinic","CO0002",NA,NA," 991","cases"
