"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2015-11-14,"Colombia-Valle","province","zika_confirmed_laboratory","CO0001",NA,NA," 5","cases"
"2",2015-11-14,"Colombia-Valle","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"3",2015-11-14,"Colombia-Tolima","province","zika_confirmed_laboratory","CO0001",NA,NA,"14","cases"
"4",2015-11-14,"Colombia-Tolima","province","zika_suspected","CO0003",NA,NA,"155","cases"
"5",2015-11-14,"Colombia-Huila","province","zika_confirmed_laboratory","CO0001",NA,NA,"10","cases"
"6",2015-11-14,"Colombia-Huila","province","zika_suspected","CO0003",NA,NA," 11","cases"
"7",2015-11-14,"Colombia-Meta","province","zika_confirmed_laboratory","CO0001",NA,NA," 2","cases"
"8",2015-11-14,"Colombia-Meta","province","zika_suspected","CO0003",NA,NA,"  1","cases"
"9",2015-11-14,"Colombia-Cundinamarca","province","zika_confirmed_laboratory","CO0001",NA,NA," 6","cases"
"10",2015-11-14,"Colombia-Cundinamarca","province","zika_suspected","CO0003",NA,NA,"307","cases"
"11",2015-11-14,"Colombia-Casanare","province","zika_confirmed_laboratory","CO0001",NA,NA," 3","cases"
"12",2015-11-14,"Colombia-Casanare","province","zika_suspected","CO0003",NA,NA,"  6","cases"
"13",2015-11-14,"Colombia-Antioquia","province","zika_confirmed_laboratory","CO0001",NA,NA,"75","cases"
"14",2015-11-14,"Colombia-Antioquia","province","zika_suspected","CO0003",NA,NA,"  4","cases"
"15",2015-11-14,"Colombia-Cordoba","province","zika_confirmed_laboratory","CO0001",NA,NA," 5","cases"
"16",2015-11-14,"Colombia-Cordoba","province","zika_suspected","CO0003",NA,NA," 40","cases"
"17",2015-11-14,"Colombia-Santander","province","zika_confirmed_laboratory","CO0001",NA,NA," 9","cases"
"18",2015-11-14,"Colombia-Santander","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"19",2015-11-14,"Colombia-Sucre","province","zika_confirmed_laboratory","CO0001",NA,NA,"12","cases"
"20",2015-11-14,"Colombia-Sucre","province","zika_suspected","CO0003",NA,NA,"143","cases"
"21",2015-11-14,"Colombia-Caqueta","province","zika_confirmed_laboratory","CO0001",NA,NA," 0","cases"
"22",2015-11-14,"Colombia-Caqueta","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"23",2015-11-14,"Colombia-Norte_Santander","province","zika_confirmed_laboratory","CO0001",NA,NA,"62","cases"
"24",2015-11-14,"Colombia-Norte_Santander","province","zika_suspected","CO0003",NA,NA," 34","cases"
"25",2015-11-14,"Colombia-Barranquilla","province","zika_confirmed_laboratory","CO0001",NA,NA," 6","cases"
"26",2015-11-14,"Colombia-Barranquilla","province","zika_suspected","CO0003",NA,NA," 67","cases"
"27",2015-11-14,"Colombia-Quindio","province","zika_confirmed_laboratory","CO0001",NA,NA," 0","cases"
"28",2015-11-14,"Colombia-Quindio","province","zika_suspected","CO0003",NA,NA,"  1","cases"
"29",2015-11-14,"Colombia-Arauca","province","zika_confirmed_laboratory","CO0001",NA,NA," 4","cases"
"30",2015-11-14,"Colombia-Arauca","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"31",2015-11-14,"Colombia-Risaralda","province","zika_confirmed_laboratory","CO0001",NA,NA,"26","cases"
"32",2015-11-14,"Colombia-Risaralda","province","zika_suspected","CO0003",NA,NA,"  2","cases"
"33",2015-11-14,"Colombia-Guajira","province","zika_confirmed_laboratory","CO0001",NA,NA," 2","cases"
"34",2015-11-14,"Colombia-Guajira","province","zika_suspected","CO0003",NA,NA,"  1","cases"
"35",2015-11-14,"Colombia-Cauca","province","zika_confirmed_laboratory","CO0001",NA,NA," 0","cases"
"36",2015-11-14,"Colombia-Cauca","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"37",2015-11-14,"Colombia-Cesar","province","zika_confirmed_laboratory","CO0001",NA,NA," 2","cases"
"38",2015-11-14,"Colombia-Cesar","province","zika_suspected","CO0003",NA,NA," 24","cases"
"39",2015-11-14,"Colombia-Caldas","province","zika_confirmed_laboratory","CO0001",NA,NA,"14","cases"
"40",2015-11-14,"Colombia-Caldas","province","zika_suspected","CO0003",NA,NA," 11","cases"
"41",2015-11-14,"Colombia-Magdalena","province","zika_confirmed_laboratory","CO0001",NA,NA," 0","cases"
"42",2015-11-14,"Colombia-Magdalena","province","zika_suspected","CO0003",NA,NA,"  7","cases"
"43",2015-11-14,"Colombia-Narino","province","zika_confirmed_laboratory","CO0001",NA,NA," 6","cases"
"44",2015-11-14,"Colombia-Narino","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"45",2015-11-14,"Colombia-Guaviare","province","zika_confirmed_laboratory","CO0001",NA,NA," 1","cases"
"46",2015-11-14,"Colombia-Guaviare","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"47",2015-11-14,"Colombia-Atlantico","province","zika_confirmed_laboratory","CO0001",NA,NA," 1","cases"
"48",2015-11-14,"Colombia-Atlantico","province","zika_suspected","CO0003",NA,NA," 32","cases"
"49",2015-11-14,"Colombia-Santa_Marta","province","zika_confirmed_laboratory","CO0001",NA,NA," 4","cases"
"50",2015-11-14,"Colombia-Santa_Marta","province","zika_suspected","CO0003",NA,NA," 92","cases"
"51",2015-11-14,"Colombia-San_Andres","province","zika_confirmed_laboratory","CO0001",NA,NA,"37","cases"
"52",2015-11-14,"Colombia-San_Andres","province","zika_suspected","CO0003",NA,NA,"163","cases"
"53",2015-11-14,"Colombia-Choco","province","zika_confirmed_laboratory","CO0001",NA,NA," 0","cases"
"54",2015-11-14,"Colombia-Choco","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"55",2015-11-14,"Colombia-Boyaca","province","zika_confirmed_laboratory","CO0001",NA,NA,"20","cases"
"56",2015-11-14,"Colombia-Boyaca","province","zika_suspected","CO0003",NA,NA,"  4","cases"
"57",2015-11-14,"Colombia-Putumayo","province","zika_confirmed_laboratory","CO0001",NA,NA,"19","cases"
"58",2015-11-14,"Colombia-Putumayo","province","zika_suspected","CO0003",NA,NA,"  1","cases"
"59",2015-11-14,"Colombia-Bolivar","province","zika_confirmed_laboratory","CO0001",NA,NA,"87","cases"
"60",2015-11-14,"Colombia-Bolivar","province","zika_suspected","CO0003",NA,NA,"162","cases"
"61",2015-11-14,"Colombia-Cartagena","province","zika_confirmed_laboratory","CO0001",NA,NA,"56","cases"
"62",2015-11-14,"Colombia-Cartagena","province","zika_suspected","CO0003",NA,NA,"320","cases"
"63",2015-11-14,"Colombia-Vichada","province","zika_confirmed_laboratory","CO0001",NA,NA," 0","cases"
"64",2015-11-14,"Colombia-Vichada","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"65",2015-11-14,"Colombia-Guainia","province","zika_confirmed_laboratory","CO0001",NA,NA," 0","cases"
"66",2015-11-14,"Colombia-Guainia","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"67",2015-11-14,"Colombia-Amazonas","province","zika_confirmed_laboratory","CO0001",NA,NA," 0","cases"
"68",2015-11-14,"Colombia-Amazonas","province","zika_suspected","CO0003",NA,NA,"  1","cases"
"69",2015-11-14,"Colombia-Bogota","province","zika_confirmed_laboratory","CO0001",NA,NA," 0","cases"
"70",2015-11-14,"Colombia-Bogota","province","zika_suspected","CO0003",NA,NA,"  2","cases"
"71",2015-11-14,"Colombia-Vaupes","province","zika_confirmed_laboratory","CO0001",NA,NA," 0","cases"
"72",2015-11-14,"Colombia-Vaupes","province","zika_suspected","CO0003",NA,NA,"  0","cases"
