"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2016-06-04,"Colombia-Valle","province","zika_confirmed_laboratory","CO0001",NA,NA," 783","cases"
"2",2016-06-04,"Colombia-Valle","province","zika_confirmed_clinic","CO0002",NA,NA,"19555","cases"
"3",2016-06-04,"Colombia-Valle","province","zika_suspected","CO0003",NA,NA,"234","cases"
"4",2016-06-04,"Colombia-Norte_Santander","province","zika_confirmed_laboratory","CO0001",NA,NA,"1494","cases"
"5",2016-06-04,"Colombia-Norte_Santander","province","zika_confirmed_clinic","CO0002",NA,NA," 8267","cases"
"6",2016-06-04,"Colombia-Norte_Santander","province","zika_suspected","CO0003",NA,NA," 68","cases"
"7",2016-06-04,"Colombia-Santander","province","zika_confirmed_laboratory","CO0001",NA,NA," 404","cases"
"8",2016-06-04,"Colombia-Santander","province","zika_confirmed_clinic","CO0002",NA,NA," 6873","cases"
"9",2016-06-04,"Colombia-Santander","province","zika_suspected","CO0003",NA,NA,"334","cases"
"10",2016-06-04,"Colombia-Tolima","province","zika_confirmed_laboratory","CO0001",NA,NA," 802","cases"
"11",2016-06-04,"Colombia-Tolima","province","zika_confirmed_clinic","CO0002",NA,NA," 5597","cases"
"12",2016-06-04,"Colombia-Tolima","province","zika_suspected","CO0003",NA,NA,"233","cases"
"13",2016-06-04,"Colombia-Huila","province","zika_confirmed_laboratory","CO0001",NA,NA," 871","cases"
"14",2016-06-04,"Colombia-Huila","province","zika_confirmed_clinic","CO0002",NA,NA," 5653","cases"
"15",2016-06-04,"Colombia-Huila","province","zika_suspected","CO0003",NA,NA," 91","cases"
"16",2016-06-04,"Colombia-Cundinamarca","province","zika_confirmed_laboratory","CO0001",NA,NA," 315","cases"
"17",2016-06-04,"Colombia-Cundinamarca","province","zika_confirmed_clinic","CO0002",NA,NA," 4438","cases"
"18",2016-06-04,"Colombia-Cundinamarca","province","zika_suspected","CO0003",NA,NA,"303","cases"
