"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2016-05-07,"Colombia-Valle","province","zika_confirmed_laboratory","CO0001",NA,NA," 220","cases"
"2",2016-05-07,"Colombia-Valle","province","zika_confirmed_clinic","CO0002",NA,NA,"15406","cases"
"3",2016-05-07,"Colombia-Valle","province","zika_suspected","CO0003",NA,NA,"787","cases"
"4",2016-05-07,"Colombia-Norte_Santander","province","zika_confirmed_laboratory","CO0001",NA,NA,"1149","cases"
"5",2016-05-07,"Colombia-Norte_Santander","province","zika_confirmed_clinic","CO0002",NA,NA," 8131","cases"
"6",2016-05-07,"Colombia-Norte_Santander","province","zika_suspected","CO0003",NA,NA," 93","cases"
"7",2016-05-07,"Colombia-Huila","province","zika_confirmed_laboratory","CO0001",NA,NA," 638","cases"
"8",2016-05-07,"Colombia-Huila","province","zika_confirmed_clinic","CO0002",NA,NA," 5611","cases"
"9",2016-05-07,"Colombia-Huila","province","zika_suspected","CO0003",NA,NA,"172","cases"
"10",2016-05-07,"Colombia-Tolima","province","zika_confirmed_laboratory","CO0001",NA,NA," 272","cases"
"11",2016-05-07,"Colombia-Tolima","province","zika_confirmed_clinic","CO0002",NA,NA," 5649","cases"
"12",2016-05-07,"Colombia-Tolima","province","zika_suspected","CO0003",NA,NA,"332","cases"
"13",2016-05-07,"Colombia-Santander","province","zika_confirmed_laboratory","CO0001",NA,NA," 125","cases"
"14",2016-05-07,"Colombia-Santander","province","zika_confirmed_clinic","CO0002",NA,NA," 5225","cases"
"15",2016-05-07,"Colombia-Santander","province","zika_suspected","CO0003",NA,NA,"288","cases"
"16",2016-05-07,"Colombia-Cundinamarca","province","zika_confirmed_laboratory","CO0001",NA,NA," 224","cases"
"17",2016-05-07,"Colombia-Cundinamarca","province","zika_confirmed_clinic","CO0002",NA,NA," 4304","cases"
"18",2016-05-07,"Colombia-Cundinamarca","province","zika_suspected","CO0003",NA,NA,"316","cases"
"19",2016-05-07,"Colombia-Barranquilla","province","zika_confirmed_laboratory","CO0001",NA,NA," 115","cases"
