"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2016-03-26,"Colombia-Norte_Santander","province","zika_confirmed_laboratory","CO0001",NA,NA,"751","cases"
"2",2016-03-26,"Colombia-Norte_Santander","province","zika_confirmed_clinic","CO0002",NA,NA,"7785","cases"
"3",2016-03-26,"Colombia-Norte_Santander","province","zika_suspected","CO0003",NA,NA,"398","cases"
"4",2016-03-26,"Colombia-Valle","province","zika_confirmed_laboratory","CO0001",NA,NA," 98","cases"
"5",2016-03-26,"Colombia-Valle","province","zika_confirmed_clinic","CO0002",NA,NA,"7451","cases"
"6",2016-03-26,"Colombia-Valle","province","zika_suspected","CO0003",NA,NA,"800","cases"
"7",2016-03-26,"Colombia-Huila","province","zika_confirmed_laboratory","CO0001",NA,NA,"267","cases"
"8",2016-03-26,"Colombia-Huila","province","zika_confirmed_clinic","CO0002",NA,NA,"4982","cases"
"9",2016-03-26,"Colombia-Huila","province","zika_suspected","CO0003",NA,NA,"668","cases"
"10",2016-03-26,"Colombia-Tolima","province","zika_confirmed_laboratory","CO0001",NA,NA,"171","cases"
"11",2016-03-26,"Colombia-Tolima","province","zika_confirmed_clinic","CO0002",NA,NA,"4388","cases"
"12",2016-03-26,"Colombia-Tolima","province","zika_suspected","CO0003",NA,NA,"559","cases"
"13",2016-03-26,"Colombia-Cundinamarca","province","zika_confirmed_laboratory","CO0001",NA,NA,"124","cases"
"14",2016-03-26,"Colombia-Cundinamarca","province","zika_confirmed_clinic","CO0002",NA,NA,"3673","cases"
"15",2016-03-26,"Colombia-Cundinamarca","province","zika_suspected","CO0003",NA,NA,"403","cases"
"16",2016-03-26,"Colombia-Barranquilla","province","zika_confirmed_laboratory","CO0001",NA,NA," 87","cases"
"17",2016-03-26,"Colombia-Barranquilla","province","zika_confirmed_clinic","CO0002",NA,NA,"4081","cases"
"18",2016-03-26,"Colombia-Barranquilla","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"19",2016-03-26,"Colombia-Cordoba","province","zika_confirmed_laboratory","CO0001",NA,NA," 75","cases"
"20",2016-03-26,"Colombia-Cordoba","province","zika_confirmed_clinic","CO0002",NA,NA,"2272","cases"
"21",2016-03-26,"Colombia-Cordoba","province","zika_suspected","CO0003",NA,NA,"669","cases"
"22",2016-03-26,"Colombia-Santander","province","zika_confirmed_laboratory","CO0001",NA,NA," 42","cases"
"23",2016-03-26,"Colombia-Santander","province","zika_confirmed_clinic","CO0002",NA,NA,"1993","cases"
"24",2016-03-26,"Colombia-Santander","province","zika_suspected","CO0003",NA,NA,"546","cases"
"25",2016-03-26,"Colombia-Atlantico","province","zika_confirmed_laboratory","CO0001",NA,NA," 42","cases"
"26",2016-03-26,"Colombia-Atlantico","province","zika_confirmed_clinic","CO0002",NA,NA,"1593","cases"
"27",2016-03-26,"Colombia-Atlantico","province","zika_suspected","CO0003",NA,NA,"230","cases"
"28",2016-03-26,"Colombia-Santa_Marta","province","zika_confirmed_laboratory","CO0001",NA,NA," 59","cases"
"29",2016-03-26,"Colombia-Santa_Marta","province","zika_confirmed_clinic","CO0002",NA,NA,"1776","cases"
"30",2016-03-26,"Colombia-Santa_Marta","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"31",2016-03-26,"Colombia-Antioquia","province","zika_confirmed_laboratory","CO0001",NA,NA,"102","cases"
"32",2016-03-26,"Colombia-Antioquia","province","zika_confirmed_clinic","CO0002",NA,NA,"1166","cases"
"33",2016-03-26,"Colombia-Antioquia","province","zika_suspected","CO0003",NA,NA,"470","cases"
"34",2016-03-26,"Colombia-Meta","province","zika_confirmed_laboratory","CO0001",NA,NA," 28","cases"
"35",2016-03-26,"Colombia-Meta","province","zika_confirmed_clinic","CO0002",NA,NA,"1302","cases"
"36",2016-03-26,"Colombia-Meta","province","zika_suspected","CO0003",NA,NA,"262","cases"
"37",2016-03-26,"Colombia-Sucre","province","zika_confirmed_laboratory","CO0001",NA,NA," 47","cases"
"38",2016-03-26,"Colombia-Sucre","province","zika_confirmed_clinic","CO0002",NA,NA,"1087","cases"
"39",2016-03-26,"Colombia-Sucre","province","zika_suspected","CO0003",NA,NA,"383","cases"
"40",2016-03-26,"Colombia-Cesar","province","zika_confirmed_laboratory","CO0001",NA,NA," 92","cases"
"41",2016-03-26,"Colombia-Cesar","province","zika_confirmed_clinic","CO0002",NA,NA,"1059","cases"
"42",2016-03-26,"Colombia-Cesar","province","zika_suspected","CO0003",NA,NA,"168","cases"
"43",2016-03-26,"Colombia-Magdalena","province","zika_confirmed_laboratory","CO0001",NA,NA," 59","cases"
"44",2016-03-26,"Colombia-Magdalena","province","zika_confirmed_clinic","CO0002",NA,NA," 626","cases"
"45",2016-03-26,"Colombia-Magdalena","province","zika_suspected","CO0003",NA,NA,"416","cases"
"46",2016-03-26,"Colombia-San_Andres","province","zika_confirmed_laboratory","CO0001",NA,NA," 57","cases"
"47",2016-03-26,"Colombia-San_Andres","province","zika_confirmed_clinic","CO0002",NA,NA," 988","cases"
"48",2016-03-26,"Colombia-San_Andres","province","zika_suspected","CO0003",NA,NA," 13","cases"
"49",2016-03-26,"Colombia-Casanare","province","zika_confirmed_laboratory","CO0001",NA,NA," 28","cases"
"50",2016-03-26,"Colombia-Casanare","province","zika_confirmed_clinic","CO0002",NA,NA," 913","cases"
"51",2016-03-26,"Colombia-Casanare","province","zika_suspected","CO0003",NA,NA," 98","cases"
"52",2016-03-26,"Colombia-Cartagena","province","zika_confirmed_laboratory","CO0001",NA,NA," 66","cases"
"53",2016-03-26,"Colombia-Cartagena","province","zika_confirmed_clinic","CO0002",NA,NA," 858","cases"
"54",2016-03-26,"Colombia-Cartagena","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"55",2016-03-26,"Colombia-Caqueta","province","zika_confirmed_laboratory","CO0001",NA,NA," 35","cases"
"56",2016-03-26,"Colombia-Caqueta","province","zika_confirmed_clinic","CO0002",NA,NA," 731","cases"
"57",2016-03-26,"Colombia-Caqueta","province","zika_suspected","CO0003",NA,NA," 46","cases"
"58",2016-03-26,"Colombia-Bolivar","province","zika_confirmed_laboratory","CO0001",NA,NA," 99","cases"
