"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2016-12-03,"Colombia-Valle","province","zika_confirmed_laboratory","CO0001",NA,NA," 890","cases"
"2",2016-12-03,"Colombia-Valle","province","zika_confirmed_clinic","CO0002",NA,NA,"25384","cases"
"3",2016-12-03,"Colombia-Valle","province","zika_suspected","CO0003",NA,NA,"245","cases"
"4",2016-12-03,"Colombia-Norte_Santander","province","zika_confirmed_laboratory","CO0001",NA,NA,"1521","cases"
"5",2016-12-03,"Colombia-Norte_Santander","province","zika_confirmed_clinic","CO0002",NA,NA," 8857","cases"
"6",2016-12-03,"Colombia-Norte_Santander","province","zika_suspected","CO0003",NA,NA,"106","cases"
"7",2016-12-03,"Colombia-Santander","province","zika_confirmed_laboratory","CO0001",NA,NA," 443","cases"
"8",2016-12-03,"Colombia-Santander","province","zika_confirmed_clinic","CO0002",NA,NA," 9399","cases"
"9",2016-12-03,"Colombia-Santander","province","zika_suspected","CO0003",NA,NA,"390","cases"
"10",2016-12-03,"Colombia-Tolima","province","zika_confirmed_laboratory","CO0001",NA,NA," 822","cases"
"11",2016-12-03,"Colombia-Tolima","province","zika_confirmed_clinic","CO0002",NA,NA," 6141","cases"
"12",2016-12-03,"Colombia-Tolima","province","zika_suspected","CO0003",NA,NA,"198","cases"
"13",2016-12-03,"Colombia-Huila","province","zika_confirmed_laboratory","CO0001",NA,NA," 915","cases"
"14",2016-12-03,"Colombia-Huila","province","zika_confirmed_clinic","CO0002",NA,NA," 5943","cases"
"15",2016-12-03,"Colombia-Huila","province","zika_suspected","CO0003",NA,NA,"114","cases"
"16",2016-12-03,"Colombia-Cundinamarca","province","zika_confirmed_laboratory","CO0001",NA,NA," 317","cases"
"17",2016-12-03,"Colombia-Cundinamarca","province","zika_confirmed_clinic","CO0002",NA,NA," 4617","cases"
"18",2016-12-03,"Colombia-Cundinamarca","province","zika_suspected","CO0003",NA,NA,"349","cases"
"19",2016-12-03,"Colombia-Barranquilla","province","zika_confirmed_laboratory","CO0001",NA,NA," 238","cases"
"20",2016-12-03,"Colombia-Barranquilla","province","zika_confirmed_clinic","CO0002",NA,NA," 4432","cases"
"21",2016-12-03,"Colombia-Barranquilla","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"22",2016-12-03,"Colombia-Meta","province","zika_confirmed_laboratory","CO0001",NA,NA," 580","cases"
"23",2016-12-03,"Colombia-Meta","province","zika_confirmed_clinic","CO0002",NA,NA," 3657","cases"
"24",2016-12-03,"Colombia-Meta","province","zika_suspected","CO0003",NA,NA," 82","cases"
"25",2016-12-03,"Colombia-Casanare","province","zika_confirmed_laboratory","CO0001",NA,NA," 280","cases"
"26",2016-12-03,"Colombia-Casanare","province","zika_confirmed_clinic","CO0002",NA,NA," 3636","cases"
"27",2016-12-03,"Colombia-Casanare","province","zika_suspected","CO0003",NA,NA," 22","cases"
"28",2016-12-03,"Colombia-Cordoba","province","zika_confirmed_laboratory","CO0001",NA,NA," 253","cases"
"29",2016-12-03,"Colombia-Cordoba","province","zika_confirmed_clinic","CO0002",NA,NA," 2590","cases"
"30",2016-12-03,"Colombia-Cordoba","province","zika_suspected","CO0003",NA,NA,"524","cases"
"31",2016-12-03,"Colombia-Antioquia","province","zika_confirmed_laboratory","CO0001",NA,NA," 335","cases"
"32",2016-12-03,"Colombia-Antioquia","province","zika_confirmed_clinic","CO0002",NA,NA," 1895","cases"
"33",2016-12-03,"Colombia-Antioquia","province","zika_suspected","CO0003",NA,NA,"317","cases"
"34",2016-12-03,"Colombia-Atlantico","province","zika_confirmed_laboratory","CO0001",NA,NA," 121","cases"
"35",2016-12-03,"Colombia-Atlantico","province","zika_confirmed_clinic","CO0002",NA,NA," 1885","cases"
"36",2016-12-03,"Colombia-Atlantico","province","zika_suspected","CO0003",NA,NA,"116","cases"
"37",2016-12-03,"Colombia-Santa_Marta","province","zika_confirmed_laboratory","CO0001",NA,NA," 155","cases"
"38",2016-12-03,"Colombia-Santa_Marta","province","zika_confirmed_clinic","CO0002",NA,NA," 1787","cases"
"39",2016-12-03,"Colombia-Santa_Marta","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"40",2016-12-03,"Colombia-Arauca","province","zika_confirmed_laboratory","CO0001",NA,NA," 191","cases"
"41",2016-12-03,"Colombia-Arauca","province","zika_confirmed_clinic","CO0002",NA,NA," 1649","cases"
"42",2016-12-03,"Colombia-Arauca","province","zika_suspected","CO0003",NA,NA," 34","cases"
"43",2016-12-03,"Colombia-Cesar","province","zika_confirmed_laboratory","CO0001",NA,NA," 245","cases"
"44",2016-12-03,"Colombia-Cesar","province","zika_confirmed_clinic","CO0002",NA,NA," 1261","cases"
"45",2016-12-03,"Colombia-Cesar","province","zika_suspected","CO0003",NA,NA,"131","cases"
"46",2016-12-03,"Colombia-Sucre","province","zika_confirmed_laboratory","CO0001",NA,NA," 107","cases"
"47",2016-12-03,"Colombia-Sucre","province","zika_confirmed_clinic","CO0002",NA,NA," 1314","cases"
"48",2016-12-03,"Colombia-Sucre","province","zika_suspected","CO0003",NA,NA,"214","cases"
"49",2016-12-03,"Colombia-Magdalena","province","zika_confirmed_laboratory","CO0001",NA,NA," 140","cases"
"50",2016-12-03,"Colombia-Magdalena","province","zika_confirmed_clinic","CO0002",NA,NA," 1000","cases"
"51",2016-12-03,"Colombia-Magdalena","province","zika_suspected","CO0003",NA,NA,"185","cases"
"52",2016-12-03,"Colombia-Risaralda","province","zika_confirmed_laboratory","CO0001",NA,NA," 130","cases"
"53",2016-12-03,"Colombia-Risaralda","province","zika_confirmed_clinic","CO0002",NA,NA," 1164","cases"
"54",2016-12-03,"Colombia-Risaralda","province","zika_suspected","CO0003",NA,NA,"  4","cases"
"55",2016-12-03,"Colombia-Caqueta","province","zika_confirmed_laboratory","CO0001",NA,NA," 234","cases"
"56",2016-12-03,"Colombia-Caqueta","province","zika_confirmed_clinic","CO0002",NA,NA,"  901","cases"
"57",2016-12-03,"Colombia-Caqueta","province","zika_suspected","CO0003",NA,NA," 23","cases"
"58",2016-12-03,"Colombia-San_Andres","province","zika_confirmed_laboratory","CO0001",NA,NA,"  66","cases"
"59",2016-12-03,"Colombia-San_Andres","province","zika_confirmed_clinic","CO0002",NA,NA," 1068","cases"
"60",2016-12-03,"Colombia-San_Andres","province","zika_suspected","CO0003",NA,NA," 16","cases"
"61",2016-12-03,"Colombia-Cartagena","province","zika_confirmed_laboratory","CO0001",NA,NA," 103","cases"
"62",2016-12-03,"Colombia-Cartagena","province","zika_confirmed_clinic","CO0002",NA,NA,"  937","cases"
"63",2016-12-03,"Colombia-Cartagena","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"64",2016-12-03,"Colombia-Bolivar","province","zika_confirmed_laboratory","CO0001",NA,NA," 139","cases"
"65",2016-12-03,"Colombia-Bolivar","province","zika_confirmed_clinic","CO0002",NA,NA,"  592","cases"
"66",2016-12-03,"Colombia-Bolivar","province","zika_suspected","CO0003",NA,NA,"186","cases"
"67",2016-12-03,"Colombia-Guajira","province","zika_confirmed_laboratory","CO0001",NA,NA,"  95","cases"
"68",2016-12-03,"Colombia-Guajira","province","zika_confirmed_clinic","CO0002",NA,NA,"  522","cases"
"69",2016-12-03,"Colombia-Guajira","province","zika_suspected","CO0003",NA,NA,"105","cases"
"70",2016-12-03,"Colombia-Putumayo","province","zika_confirmed_laboratory","CO0001",NA,NA," 110","cases"
"71",2016-12-03,"Colombia-Putumayo","province","zika_confirmed_clinic","CO0002",NA,NA,"  415","cases"
"72",2016-12-03,"Colombia-Putumayo","province","zika_suspected","CO0003",NA,NA,"  6","cases"
"73",2016-12-03,"Colombia-Buenaventura","province","zika_confirmed_laboratory","CO0001",NA,NA,"   5","cases"
"74",2016-12-03,"Colombia-Buenaventura","province","zika_confirmed_clinic","CO0002",NA,NA,"  458","cases"
"75",2016-12-03,"Colombia-Buenaventura","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"76",2016-12-03,"Colombia-Quindio","province","zika_confirmed_laboratory","CO0001",NA,NA,"  24","cases"
"77",2016-12-03,"Colombia-Quindio","province","zika_confirmed_clinic","CO0002",NA,NA,"  367","cases"
"78",2016-12-03,"Colombia-Quindio","province","zika_suspected","CO0003",NA,NA," 13","cases"
"79",2016-12-03,"Colombia-Boyaca","province","zika_confirmed_laboratory","CO0001",NA,NA,"  88","cases"
"80",2016-12-03,"Colombia-Boyaca","province","zika_confirmed_clinic","CO0002",NA,NA,"  250","cases"
"81",2016-12-03,"Colombia-Boyaca","province","zika_suspected","CO0003",NA,NA," 40","cases"
"82",2016-12-03,"Colombia-Cauca","province","zika_confirmed_laboratory","CO0001",NA,NA,"  34","cases"
"83",2016-12-03,"Colombia-Cauca","province","zika_confirmed_clinic","CO0002",NA,NA,"  185","cases"
"84",2016-12-03,"Colombia-Cauca","province","zika_suspected","CO0003",NA,NA,"122","cases"
"85",2016-12-03,"Colombia-Amazonas","province","zika_confirmed_laboratory","CO0001",NA,NA,"  28","cases"
"86",2016-12-03,"Colombia-Amazonas","province","zika_confirmed_clinic","CO0002",NA,NA,"  257","cases"
"87",2016-12-03,"Colombia-Amazonas","province","zika_suspected","CO0003",NA,NA," 45","cases"
"88",2016-12-03,"Colombia-Caldas","province","zika_confirmed_laboratory","CO0001",NA,NA,"  74","cases"
"89",2016-12-03,"Colombia-Caldas","province","zika_confirmed_clinic","CO0002",NA,NA,"  205","cases"
"90",2016-12-03,"Colombia-Caldas","province","zika_suspected","CO0003",NA,NA," 41","cases"
"91",2016-12-03,"Colombia-Guaviare","province","zika_confirmed_laboratory","CO0001",NA,NA,"  15","cases"
"92",2016-12-03,"Colombia-Guaviare","province","zika_confirmed_clinic","CO0002",NA,NA,"  176","cases"
"93",2016-12-03,"Colombia-Guaviare","province","zika_suspected","CO0003",NA,NA," 21","cases"
"94",2016-12-03,"Colombia-unknown","province","zika_confirmed_laboratory","CO0001",NA,NA,"  58","cases"
"95",2016-12-03,"Colombia-unknown","province","zika_confirmed_clinic","CO0002",NA,NA,"    0","cases"
"96",2016-12-03,"Colombia-unknown","province","zika_suspected","CO0003",NA,NA,"103","cases"
"97",2016-12-03,"Colombia-Narino","province","zika_confirmed_laboratory","CO0001",NA,NA,"  20","cases"
"98",2016-12-03,"Colombia-Narino","province","zika_confirmed_clinic","CO0002",NA,NA,"   30","cases"
"99",2016-12-03,"Colombia-Narino","province","zika_suspected","CO0003",NA,NA," 36","cases"
"100",2016-12-03,"Colombia-Vichada","province","zika_confirmed_laboratory","CO0001",NA,NA,"   5","cases"
"101",2016-12-03,"Colombia-Vichada","province","zika_confirmed_clinic","CO0002",NA,NA,"   33","cases"
"102",2016-12-03,"Colombia-Vichada","province","zika_suspected","CO0003",NA,NA," 38","cases"
"103",2016-12-03,"Colombia-Choco","province","zika_confirmed_laboratory","CO0001",NA,NA,"   5","cases"
"104",2016-12-03,"Colombia-Choco","province","zika_confirmed_clinic","CO0002",NA,NA,"   13","cases"
"105",2016-12-03,"Colombia-Choco","province","zika_suspected","CO0003",NA,NA," 44","cases"
"106",2016-12-03,"Colombia-Vaupes","province","zika_confirmed_laboratory","CO0001",NA,NA,"   0","cases"
"107",2016-12-03,"Colombia-Vaupes","province","zika_confirmed_clinic","CO0002",NA,NA,"    0","cases"
"108",2016-12-03,"Colombia-Vaupes","province","zika_suspected","CO0003",NA,NA," 15","cases"
"109",2016-12-03,"Colombia-Guainia","province","zika_confirmed_laboratory","CO0001",NA,NA,"   3","cases"
"110",2016-12-03,"Colombia-Guainia","province","zika_confirmed_clinic","CO0002",NA,NA,"   11","cases"
"111",2016-12-03,"Colombia-Guainia","province","zika_suspected","CO0003",NA,NA,"  0","cases"
"112",2016-12-03,"Colombia-Exterior","province","zika_confirmed_laboratory","CO0001",NA,NA,"  37","cases"
"113",2016-12-03,"Colombia-Exterior","province","zika_confirmed_clinic","CO0002",NA,NA,"    0","cases"
"114",2016-12-03,"Colombia-Exterior","province","zika_suspected","CO0003",NA,NA,"122","cases"
