"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"1",2017-01-28,"Colombia-Valle","province","zika_confirmed_laboratory","CO0001",NA,NA,"0","cases"
"2",2017-01-28,"Colombia-Valle","province","zika_confirmed_clinic","CO0002",NA,NA,"104","cases"
"3",2017-01-28,"Colombia-Valle","province","zika_suspected","CO0003",NA,NA,"1","cases"
"4",2017-01-28,"Colombia-Santander","province","zika_confirmed_laboratory","CO0001",NA,NA,"0","cases"
"5",2017-01-28,"Colombia-Santander","province","zika_confirmed_clinic","CO0002",NA,NA," 25","cases"
"6",2017-01-28,"Colombia-Santander","province","zika_suspected","CO0003",NA,NA,"1","cases"
"7",2017-01-28,"Colombia-Tolima","province","zika_confirmed_laboratory","CO0001",NA,NA,"0","cases"
"8",2017-01-28,"Colombia-Tolima","province","zika_confirmed_clinic","CO0002",NA,NA," 23","cases"
"9",2017-01-28,"Colombia-Tolima","province","zika_suspected","CO0003",NA,NA,"3","cases"
"10",2017-01-28,"Colombia-Cundinamarca","province","zika_confirmed_laboratory","CO0001",NA,NA,"0","cases"
"11",2017-01-28,"Colombia-Cundinamarca","province","zika_confirmed_clinic","CO0002",NA,NA," 12","cases"
"12",2017-01-28,"Colombia-Cundinamarca","province","zika_suspected","CO0003",NA,NA,"1","cases"
"13",2017-01-28,"Colombia-Huila","province","zika_confirmed_laboratory","CO0001",NA,NA,"0","cases"
"14",2017-01-28,"Colombia-Huila","province","zika_confirmed_clinic","CO0002",NA,NA,"  7","cases"
"15",2017-01-28,"Colombia-Huila","province","zika_suspected","CO0003",NA,NA,"3","cases"
"16",2017-01-28,"Colombia-Cesar","province","zika_confirmed_laboratory","CO0001",NA,NA,"0","cases"
"17",2017-01-28,"Colombia-Cesar","province","zika_confirmed_clinic","CO0002",NA,NA,"  8","cases"
"18",2017-01-28,"Colombia-Cesar","province","zika_suspected","CO0003",NA,NA,"1","cases"
"19",2017-01-28,"Colombia-Meta","province","zika_confirmed_laboratory","CO0001",NA,NA,"0","cases"
"20",2017-01-28,"Colombia-Meta","province","zika_confirmed_clinic","CO0002",NA,NA,"  6","cases"
"21",2017-01-28,"Colombia-Meta","province","zika_suspected","CO0003",NA,NA,"0","cases"
"22",2017-01-28,"Colombia-Casanare","province","zika_confirmed_laboratory","CO0001",NA,NA,"0","cases"
